scenario_id,scenario_name,base_version,period_date,country,product,segment,department,account,version,currency,source,amount
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Amarilla,Enterprise,,COGS,SCENARIO,USD,scenario_engine_v1,214683.955078125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Amarilla,Enterprise,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,29071.785583496094
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Amarilla,Enterprise,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,-20126.62078857422
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Amarilla,Enterprise,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,223629.11987304688
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Amarilla,Enterprise,,REVENUE,SCENARIO,USD,scenario_engine_v1,194557.33428955078
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Carretera,Government,,COGS,SCENARIO,USD,scenario_engine_v1,21609.36279296875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Carretera,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,0.0
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Carretera,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,21609.36279296875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Carretera,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,43218.7255859375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Carretera,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,43218.7255859375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Montana,Government,,COGS,SCENARIO,USD,scenario_engine_v1,421605.361328125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Montana,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,79456.39501953126
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Montana,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,66483.92236328125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Montana,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,567545.6787109375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Montana,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,488089.28369140625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Government,,COGS,SCENARIO,USD,scenario_engine_v1,8909.297485351562
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,513.8882789550781
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,3424.021209570312
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,12847.206973876953
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,12333.318694921874
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Small Business,,COGS,SCENARIO,USD,scenario_engine_v1,420680.0537109375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Small Business,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,57195.66010253906
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Small Business,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,42084.832573242194
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Small Business,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,519960.54638671875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Paseo,Small Business,,REVENUE,SCENARIO,USD,scenario_engine_v1,462764.8862841797
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,VTT,Channel Partners,,COGS,SCENARIO,USD,scenario_engine_v1,4371.6177978515625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,VTT,Channel Partners,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,1224.0529833984376
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,VTT,Channel Partners,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,11890.80041015625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,VTT,Channel Partners,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,17486.47119140625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,VTT,Channel Partners,,REVENUE,SCENARIO,USD,scenario_engine_v1,16262.418208007812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Velo,Midmarket,,COGS,SCENARIO,USD,scenario_engine_v1,12926.082763671875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Velo,Midmarket,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,2132.8036560058576
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Velo,Midmarket,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,4330.23772583008
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Velo,Midmarket,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,19389.124145507812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,Velo,Midmarket,,REVENUE,SCENARIO,USD,scenario_engine_v1,17256.320489501955
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,,,Finance & G&A,OPEX_GNA,SCENARIO,USD,scenario_opex_v1,53584.21646691766
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,,,Marketing,OPEX_MARKETING,SCENARIO,USD,scenario_opex_v1,72849.83842319655
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,,,Operations,OPEX_OPERATIONS,SCENARIO,USD,scenario_opex_v1,51681.8046897174
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,,,R&D,OPEX_RND,SCENARIO,USD,scenario_opex_v1,66943.75423069116
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,,,Sales,OPEX_SALES,SCENARIO,USD,scenario_opex_v1,75501.40286088717
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,,,,EBITDA,SCENARIO,USD,derived_scenario_v1,-190864.46038493532
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Canada,,,,OPEX_TOTAL,SCENARIO,USD,scenario_opex_v1,320561.01667140995
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Amarilla,Enterprise,,COGS,SCENARIO,USD,scenario_engine_v1,238682.4169921875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Amarilla,Enterprise,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,14917.651062011719
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Amarilla,Enterprise,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,-4972.550354003906
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Amarilla,Enterprise,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,248627.5177001953
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Amarilla,Enterprise,,REVENUE,SCENARIO,USD,scenario_engine_v1,233709.8666381836
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Carretera,Government,,COGS,SCENARIO,USD,scenario_engine_v1,15784.130859375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Carretera,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,3788.19140625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Carretera,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,11995.939453125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Carretera,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,31568.26171875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Carretera,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,27780.0703125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Montana,Government,,COGS,SCENARIO,USD,scenario_engine_v1,536064.267578125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Montana,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,36081.248779296875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Montana,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,149479.45922851562
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Montana,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,721624.9755859375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Montana,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,685543.7268066406
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Government,,COGS,SCENARIO,USD,scenario_engine_v1,7874.130859375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,110.2378320312489
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,3039.414511718751
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,11023.783203125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,10913.54537109375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Small Business,,COGS,SCENARIO,USD,scenario_engine_v1,351682.7392578125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Small Business,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,12660.57861328125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Small Business,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,57675.96923828125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Small Business,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,422019.287109375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Paseo,Small Business,,REVENUE,SCENARIO,USD,scenario_engine_v1,409358.70849609375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,VTT,Channel Partners,,COGS,SCENARIO,USD,scenario_engine_v1,4856.0225830078125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,VTT,Channel Partners,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,2136.6499365234376
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,VTT,Channel Partners,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,12431.4178125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,VTT,Channel Partners,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,19424.09033203125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,VTT,Channel Partners,,REVENUE,SCENARIO,USD,scenario_engine_v1,17287.440395507812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Velo,Midmarket,,COGS,SCENARIO,USD,scenario_engine_v1,19613.250732421875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Velo,Midmarket,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,3824.5838928222656
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Velo,Midmarket,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,5982.041473388672
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Velo,Midmarket,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,29419.876098632812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,Velo,Midmarket,,REVENUE,SCENARIO,USD,scenario_engine_v1,25595.292205810547
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,,,Finance & G&A,OPEX_GNA,SCENARIO,USD,scenario_opex_v1,64951.1303542529
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,,,Marketing,OPEX_MARKETING,SCENARIO,USD,scenario_opex_v1,89589.12489808656
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,,,Operations,OPEX_OPERATIONS,SCENARIO,USD,scenario_opex_v1,60098.0878735349
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,,,R&D,OPEX_RND,SCENARIO,USD,scenario_opex_v1,80324.78941277447
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,,,Sales,OPEX_SALES,SCENARIO,USD,scenario_opex_v1,89419.65361368397
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,,,,EBITDA,SCENARIO,USD,derived_scenario_v1,-148751.0947888074
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,France,,,,OPEX_TOTAL,SCENARIO,USD,scenario_opex_v1,384382.7861523328
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Amarilla,Enterprise,,COGS,SCENARIO,USD,scenario_engine_v1,201104.0771484375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Amarilla,Enterprise,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,23043.175506591797
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Amarilla,Enterprise,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,-14663.838958740234
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Amarilla,Enterprise,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,209483.41369628906
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Amarilla,Enterprise,,REVENUE,SCENARIO,USD,scenario_engine_v1,186440.23818969727
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Carretera,Government,,COGS,SCENARIO,USD,scenario_engine_v1,21149.61669921875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Carretera,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,0.0
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Carretera,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,21149.61669921875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Carretera,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,42299.2333984375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Carretera,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,42299.2333984375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Montana,Government,,COGS,SCENARIO,USD,scenario_engine_v1,540768.388671875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Montana,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,80075.31909179688
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Montana,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,107113.73852539062
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Montana,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,727957.4462890625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Montana,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,647882.1271972656
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Government,,COGS,SCENARIO,USD,scenario_engine_v1,7638.2623291015625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,534.6783630371083
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,2520.6265686035167
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,10693.567260742188
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,10158.88889770508
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Small Business,,COGS,SCENARIO,USD,scenario_engine_v1,417090.7897949219
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Small Business,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,65066.16320800781
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Small Business,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,18351.994750976562
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Small Business,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,500508.94775390625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Paseo,Small Business,,REVENUE,SCENARIO,USD,scenario_engine_v1,435442.78454589844
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,VTT,Channel Partners,,COGS,SCENARIO,USD,scenario_engine_v1,5751.995361328125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,VTT,Channel Partners,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,690.239443359375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,VTT,Channel Partners,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,16565.746640625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,VTT,Channel Partners,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,23007.9814453125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,VTT,Channel Partners,,REVENUE,SCENARIO,USD,scenario_engine_v1,22317.742001953124
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Velo,Midmarket,,COGS,SCENARIO,USD,scenario_engine_v1,11787.801513671875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Velo,Midmarket,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,1768.1702270507812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Velo,Midmarket,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,4125.730529785156
